contig_id,frag_id,pad_char,pad_len,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_139368.1,NC_139368.1__none__0,none,0,2000,virus,0.9998527765274048,0.010477,0.018869,0.023586,0.013429,0.011466,0.922173
NC_139368.1,NC_139368.1__M__500,M,500,1500,virus,0.9995498061180115,0.041009,0.045231,0.048939,0.033413,0.017137,0.814272
NC_139368.1,NC_139368.1__N__500,N,500,1500,virus,0.9995498061180115,0.041009,0.045231,0.048939,0.033413,0.017137,0.814272
NC_139368.1,NC_139368.1__M__450,M,450,1550,virus,0.999728262424469,0.037330,0.040445,0.052514,0.047859,0.017318,0.804533
NC_139368.1,NC_139368.1__N__450,N,450,1550,virus,0.999728262424469,0.037330,0.040445,0.052514,0.047859,0.017318,0.804533
NC_139368.1,NC_139368.1__M__400,M,400,1600,virus,0.9998070597648621,0.043403,0.055056,0.064916,0.034374,0.019394,0.782858
NC_139368.1,NC_139368.1__N__400,N,400,1600,virus,0.9998070597648621,0.043403,0.055056,0.064916,0.034374,0.019394,0.782858
NC_139368.1,NC_139368.1__M__350,M,350,1650,virus,0.9998094439506531,0.058627,0.052102,0.059001,0.035763,0.018378,0.776128
NC_139368.1,NC_139368.1__N__350,N,350,1650,virus,0.9998094439506531,0.058627,0.052102,0.059001,0.035763,0.018378,0.776128
NC_139368.1,NC_139368.1__M__300,M,300,1700,virus,0.9997839331626892,0.035474,0.048906,0.051096,0.029443,0.021133,0.813948
NC_139368.1,NC_139368.1__N__300,N,300,1700,virus,0.9997839331626892,0.035474,0.048906,0.051096,0.029443,0.021133,0.813948
NC_139368.1,NC_139368.1__M__250,M,250,1750,virus,0.9997578263282776,0.044015,0.046291,0.076975,0.035735,0.018484,0.778500
NC_139368.1,NC_139368.1__N__250,N,250,1750,virus,0.9997578263282776,0.044015,0.046291,0.076975,0.035735,0.018484,0.778500
NC_139368.1,NC_139368.1__M__200,M,200,1800,virus,0.9998264908790588,0.022854,0.044559,0.064412,0.027073,0.018687,0.822414
NC_139368.1,NC_139368.1__N__200,N,200,1800,virus,0.9998264908790588,0.022854,0.044559,0.064412,0.027073,0.018687,0.822414
